road_id,hour,day_of_week,is_weekend,road_type,lane_count,weather,visibility_km,accident_reported,traffic_volume,avg_speed,travel_time_min,congestion_level
93,16,4,0,Arterial,2,Clear,8.655634287804485,0,579,66.83440581118046,17.03123303209267,Medium
67,8,2,0,Local,2,Clear,8.626825555947251,1,1363,18.747315003032952,100.76890700376221,High
83,18,5,1,Highway,5,Clear,9.243581890459524,0,1304,11.382020078488825,126.34696908918325,High
3,17,3,0,Highway,5,Clear,6.996224963037049,0,700,51.307143662037106,23.07595919750772,Medium
54,22,6,1,Arterial,3,Clear,8.797414167025327,0,552,62.395201858010545,20.669602219413868,Medium
78,4,2,0,Highway,4,Clear,5.2935220981400555,0,594,25.29478298822709,32.59928567412106,Medium
64,5,6,1,Arterial,2,Clear,5.282134821895906,0,759,54.69291146630463,25.18593470402957,Medium
40,11,5,1,Highway,5,Clear,6.658993284787309,0,279,72.38201606370885,15.684275493438841,Low
59,10,0,0,Highway,4,Clear,5.984234830595925,0,567,64.82281119480429,19.25594021452386,Medium
55,15,6,1,Local,1,Clear,7.592692918224179,0,628,36.76664032747503,23.219317511414012,Medium
62,19,0,0,Local,1,Rain,4.068805395052016,0,584,42.468921132577414,28.662905914199857,Medium
4,16,4,0,Arterial,3,Clear,9.877869381185864,0,799,34.79539484592749,30.565207983231936,Medium
60,19,2,0,Local,2,Clear,9.255525655396603,0,946,15.979873569486713,70.13056293703585,High
116,8,0,0,Arterial,2,Fog,0.6341575986338607,0,1088,12.061672581386137,110.35394353307433,High
75,0,1,0,Arterial,2,Clear,9.03881512677323,0,661,40.49896271413266,23.32339227566294,Medium
95,2,1,0,Local,2,Clear,9.755548482669248,0,228,58.9481923945409,9.523982131444322,Low
107,20,3,0,Arterial,2,Fog,1.8687454701517288,0,557,20.651681125233395,43.04437985705755,Medium
96,22,4,0,Arterial,2,Clear,7.489525389355158,0,112,61.28108754621034,8.613169653950575,Low
91,8,0,0,Arterial,2,Fog,0.6409166382601927,0,1103,47.64264934437841,42.96094748145203,High
30,21,3,0,Local,2,Clear,8.179030318563834,0,746,40.63526257629448,28.99350260308375,Medium
107,18,1,0,Highway,5,Clear,8.941151509119367,0,775,50.77468032484474,20.751376303136034,Medium
2,12,3,0,Highway,5,Clear,7.49371085084289,0,771,53.889209209268,24.984378387769304,Medium
62,22,3,0,Highway,4,Clear,6.481864193076536,0,338,34.90521854429808,18.578613686753044,Low
49,13,0,0,Highway,4,Clear,7.53836096957963,0,264,27.658614495759878,19.160130754101942,Low
9,19,0,0,Highway,4,Rain,4.121690653871702,0,1203,25.970881823404298,63.95126984398151,High
92,18,0,0,Local,2,Clear,8.605597259102456,0,837,35.91138340195729,33.60500683819795,Medium
31,22,4,0,Arterial,3,Fog,1.7363405194572963,0,476,52.10126320060287,25.66400239269979,Low
98,6,6,1,Highway,5,Clear,9.491171092751474,0,304,53.185671610574516,18.263559477386984,Low
61,3,3,0,Local,1,Rain,3.7835137069474265,0,359,40.10974084422599,23.982281921472985,Low
79,11,3,0,Arterial,3,Clear,5.627524051823177,0,335,36.63301609320334,19.17342106158465,Low
48,22,4,0,Arterial,2,Clear,9.980554936590583,0,513,51.5018477258056,17.64967360719356,Medium
25,13,1,0,Highway,4,Clear,9.849112572624202,0,153,31.253198787509906,14.982341926450424,Low
36,1,2,0,Local,2,Clear,8.135657066274751,0,385,41.72551319094431,19.236098852714367,Low
8,0,6,1,Highway,4,Clear,9.127238362532086,0,400,69.67931117798594,17.216051638939682,Low
73,17,1,0,Highway,4,Clear,5.092184897675943,0,1178,9.437969309722181,139.35574283145857,High
58,19,4,0,Highway,5,Clear,9.851927698453785,0,737,63.01730840335828,21.471002608171702,Medium
101,7,6,1,Arterial,2,Clear,7.281569632445255,0,1220,30.289647517886362,51.040052021703545,High
112,2,6,1,Arterial,3,Clear,9.54850111208226,0,486,64.17556417100843,15.275667746069644,Low
45,5,3,0,Highway,5,Rain,2.9534552783757375,0,511,42.572843291358005,28.417035416568744,Medium
62,21,3,0,Highway,5,Clear,8.94088233870161,0,444,24.677362629106753,23.641148378184763,Low
39,12,0,0,Arterial,2,Clear,7.089729287441968,0,786,56.1768829943651,23.55803100264329,Medium
96,8,0,0,Arterial,3,Fog,1.0131141123086709,0,1234,33.475846670204554,52.72609966145257,High
58,8,3,0,Highway,5,Clear,9.733879013773473,0,1087,52.11643815193447,32.10474899631406,High
116,19,3,0,Local,2,Fog,1.9716210402901364,1,653,18.362902296683394,67.11406617826675,Medium
81,8,5,1,Local,1,Fog,1.885437708992195,0,453,29.987135819436453,32.02834102292579,Low
99,14,6,1,Highway,4,Clear,7.716790687483609,0,427,67.53070292453559,14.476990034169146,Low
101,12,0,0,Arterial,2,Fog,1.0159848982874164,0,540,57.73516718396404,24.163923323420633,Medium
83,21,0,0,Highway,5,Clear,8.699802284450884,0,518,56.3334401132641,21.52347591166676,Medium
64,15,1,0,Arterial,3,Fog,1.0980934731614977,0,198,25.03020910400646,24.552160506803773,Low
44,1,3,0,Arterial,3,Clear,8.834353820593812,0,686,29.95142755474636,32.75374643976922,Medium
29,13,6,1,Highway,4,Clear,5.09355233582102,0,303,62.87728132760091,16.9732613146354,Low
59,5,3,0,Local,2,Rain,3.548336874926923,0,371,23.170374491952792,24.762052912562055,Low
71,1,4,0,Local,2,Rain,2.637320768951406,1,416,5.0,112.41766592907518,Low
92,7,1,0,Highway,4,Clear,7.991423719558753,0,733,18.9635219082835,51.26361970070913,Medium
9,3,2,0,Highway,4,Clear,8.746885091754706,0,171,57.355353248214016,13.283611042654039,Low
92,20,2,0,Highway,5,Clear,8.18482480713525,0,594,38.20145031375781,25.395253079299923,Medium
6,23,2,0,Arterial,3,Rain,2.9177645677332675,0,164,27.985762647720193,19.061908017117002,Low
29,13,6,1,Local,2,Clear,9.463328717332551,0,425,47.96884803394629,18.302062373858867,Low
58,10,5,1,Arterial,2,Rain,2.311291312439645,0,170,43.77021715075573,18.62266136451168,Low
17,23,0,0,Arterial,2,Clear,7.735725749095171,0,142,36.541546072569375,14.10768759124866,Low
16,13,6,1,Local,2,Clear,5.874643521213536,0,420,22.90110270678457,30.511428068566104,Low
87,11,2,0,Arterial,2,Clear,7.337715410857231,0,138,71.07968675255142,11.819509339589834,Low
95,15,4,0,Arterial,2,Rain,2.937388592139484,0,241,23.045176398031487,26.730751691913202,Low
3,5,6,1,Arterial,3,Fog,0.8205047447757243,0,335,55.65472166330075,26.082656031521164,Low
21,19,6,1,Local,2,Clear,6.62125695281895,0,1153,30.411358183499846,50.41555501444678,High
64,0,0,0,Highway,4,Fog,1.9295831225754636,0,261,46.936096642256686,23.987640214032922,Low
90,11,0,0,Highway,4,Fog,0.5455476529767699,0,543,30.37811146808123,35.892237352208305,Medium
36,6,2,0,Highway,4,Rain,2.3282460350449896,0,252,49.90259116698959,19.59646066204906,Low
106,7,0,0,Local,1,Rain,4.950667139137407,0,1025,13.016552923661841,94.45116286517465,High
101,8,1,0,Arterial,3,Clear,5.8766435339280925,0,1307,14.990171849331432,96.67883617323484,High
117,1,1,0,Highway,4,Clear,6.019030639550715,0,106,49.12022380497442,11.720318321192668,Low
86,16,2,0,Local,2,Clear,8.915730377061012,0,252,47.78286264949904,16.00678828377264,Low
62,19,6,1,Local,1,Rain,3.708540789247986,0,1014,10.551238938354885,111.23537827647671,High
42,12,4,0,Local,2,Fog,1.5579644162026511,0,520,53.44380209803803,28.024821350753253,Medium
76,4,0,0,Highway,4,Clear,5.157614036197448,0,496,37.17153484630184,23.918540219386408,Low
42,9,3,0,Local,2,Rain,4.619041691144562,0,526,52.687558740012136,26.412707667267945,Medium
61,11,6,1,Highway,5,Rain,2.855898161869007,0,507,31.74796110527494,31.547572588205263,Medium
13,16,2,0,Highway,5,Clear,6.7559503209549945,0,528,37.46533493852067,23.024327863388873,Medium
11,20,5,1,Highway,4,Clear,6.239821348340394,0,773,56.96326534573064,26.09923662649653,Medium
54,5,0,0,Arterial,2,Rain,4.598217379805892,0,542,20.21984751931321,42.260072001765764,Medium
16,2,2,0,Highway,4,Clear,9.795647723927702,0,736,19.073333161983633,50.30172178219315,Medium
8,14,2,0,Arterial,2,Clear,7.115810470090569,0,598,30.029411029279558,29.865744643830997,Medium
104,6,4,0,Local,2,Clear,6.298190437627979,0,539,20.058090472082732,39.351258781831724,Medium
59,5,3,0,Highway,4,Rain,3.3122619200322143,0,454,33.17087480745564,28.726805118841625,Low
57,3,0,0,Highway,5,Clear,9.053718708829678,0,624,50.88034237827213,21.13477166334721,Medium
40,18,2,0,Highway,5,Rain,4.0258481558995936,0,763,22.748127797110634,50.38165859443922,Medium
109,4,2,0,Local,1,Clear,7.790508431145473,0,267,72.97818775356252,10.518018794888697,Low
59,2,6,1,Highway,5,Clear,9.18156205611474,0,240,29.161453096003893,20.14994176644833,Low
2,8,0,0,Arterial,3,Clear,6.0781187816460625,0,1212,14.905687451555131,94.9700983846927,High
94,5,2,0,Highway,4,Rain,3.1007808175821774,0,545,24.095352009779724,38.76050235258073,Medium
94,12,2,0,Local,1,Clear,7.888478105086951,0,408,33.25412539139323,23.49719502886382,Low
76,21,2,0,Highway,5,Clear,7.583632187110743,0,336,35.00502562340635,22.034013513852116,Low
10,19,1,0,Arterial,2,Clear,9.818307587303622,0,1337,11.659656671993922,124.47193548597387,High
44,3,1,0,Arterial,3,Rain,4.389898846614582,0,399,39.29176722568086,25.789432266086916,Low
11,1,3,0,Local,1,Clear,8.700705830860253,0,551,55.13731004184571,23.013240705729768,Medium
79,3,4,0,Highway,4,Clear,9.092856453616331,0,544,44.02184311355956,18.12546194294221,Medium
80,7,6,1,Arterial,3,Clear,7.442782586492692,0,994,39.205209782308216,35.49682934418289,High
81,12,6,1,Highway,4,Clear,5.032378385600266,0,276,40.62951742020095,21.709474600504738,Low
90,9,0,0,Local,1,Clear,7.621682530696596,0,1288,19.906875524021874,72.79182736518364,High
2,17,4,0,Arterial,2,Clear,5.767559644136899,0,644,60.30148597459469,19.264496372167496,Medium
50,8,4,0,Arterial,3,Clear,7.81285260845288,0,928,37.90476168662812,35.73279944273848,High
12,0,6,1,Arterial,3,Clear,8.69309309286069,0,533,35.69674913125368,25.44427947185101,Medium
115,12,1,0,Highway,4,Clear,7.65535714914442,0,296,62.62338632297447,15.25939966529963,Low
90,17,3,0,Highway,5,Clear,8.154010052435542,0,1107,32.91383818102855,45.63935098326747,High
23,14,4,0,Arterial,3,Rain,3.847558612919313,0,623,10.73648920500839,71.35358579495542,Medium
18,1,6,1,Local,2,Clear,5.485228634245604,0,115,42.377591774122,12.423138403638426,Low
62,10,4,0,Highway,4,Clear,9.254703785527983,0,373,70.43552150426997,16.41142271083267,Low
96,13,2,0,Local,1,Rain,4.672794346686689,0,126,43.84922746629795,18.32334731408468,Low
113,21,0,0,Highway,4,Clear,6.421499818965055,0,466,62.01267691143095,17.91245026827897,Low
62,14,3,0,Local,2,Clear,9.68848289520528,0,318,34.57071767605103,16.78826827576725,Low
38,13,6,1,Highway,5,Clear,7.294335567499676,0,622,58.3009780493601,19.235552570085886,Medium
111,15,0,0,Highway,4,Clear,8.372692900251643,0,677,56.74801676100531,22.666871083827946,Medium
67,22,1,0,Arterial,2,Clear,6.108451841274737,0,124,40.733965878879324,16.07719356599417,Low
38,14,4,0,Arterial,2,Rain,3.058007086210393,0,315,45.482580928592725,19.3814098057162,Low
67,18,4,0,Arterial,2,Clear,7.545002737269419,0,691,33.515859727672996,30.282758663191345,Medium
94,8,5,1,Arterial,3,Clear,8.19050024141421,0,923,31.38768406094325,40.04883807216359,High
61,4,0,0,Arterial,2,Fog,1.4389424462986595,0,726,44.452478689027416,34.543748067892295,Medium
1,4,1,0,Highway,5,Clear,7.8720998526284784,0,764,45.130129493168134,26.41561561810033,Medium
94,10,6,1,Highway,4,Clear,5.479845489730659,0,597,26.25556358691827,34.3226317096771,Medium
45,19,5,1,Highway,4,Clear,6.834596612417858,0,1309,41.512020008046,41.19323110978319,High
96,23,5,1,Arterial,3,Fog,1.6058181532447242,0,560,24.720087889304168,41.39149413509943,Medium
28,3,2,0,Arterial,2,Clear,6.272006102876749,0,288,69.99987902354916,14.422901535050235,Low
21,19,5,1,Arterial,2,Clear,7.526937247034347,0,888,25.303942374751106,42.55318133567786,Medium
110,17,5,1,Arterial,3,Clear,6.5833321158573,0,549,64.7789388336453,23.55588235279142,Medium
13,2,2,0,Highway,5,Clear,6.44654441571012,0,553,32.91715287246936,26.08023644403397,Medium
27,3,4,0,Local,1,Clear,9.840094804732228,0,461,61.12440608256169,17.067440454133088,Low
100,13,4,0,Highway,5,Clear,7.9197931307245435,0,767,27.264962030524888,37.1742843578713,Medium
7,6,3,0,Arterial,3,Clear,6.308894146318188,0,408,70.85180117107703,17.633750902032716,Low
22,7,5,1,Highway,4,Fog,0.9575262948315864,0,1294,38.62857932954681,50.97894955262714,High
74,23,0,0,Arterial,2,Rain,2.636513824620246,0,590,16.083259069150092,49.65349379710923,Medium
103,15,4,0,Arterial,2,Rain,2.404355426216008,0,604,37.879401121965834,30.552245026111436,Medium
53,19,1,0,Arterial,3,Clear,8.395156026102558,0,524,32.20520917520078,29.2072075133666,Medium
79,14,6,1,Arterial,3,Clear,7.157234122574119,0,763,28.73132915415392,33.9688525331502,Medium
79,6,0,0,Highway,4,Clear,8.822870053443713,0,367,61.118660018535365,14.273030784464167,Low
4,16,3,0,Highway,4,Clear,9.686909456839691,0,251,28.48241728189696,24.08277283200114,Low
96,21,5,1,Arterial,2,Clear,5.831002836831539,0,740,47.7905225622693,24.863906504142584,Medium
23,21,2,0,Local,1,Clear,9.308528241582604,0,596,44.56507617380454,23.399347731056086,Medium
119,21,3,0,Highway,5,Clear,9.244113091714823,0,767,54.965194456550265,22.295115578428025,Medium
70,11,0,0,Highway,4,Clear,6.832509811783338,0,235,28.52940720173257,17.724961450794424,Low
88,17,2,0,Arterial,3,Clear,6.458930546933858,0,958,26.798461036229387,44.39144187780171,High
84,23,1,0,Arterial,3,Clear,7.826550730392437,0,692,25.91540447159012,30.4770540108857,Medium
101,13,2,0,Arterial,2,Rain,3.0377807138083774,0,215,46.67068784200208,19.019570919732484,Low
84,14,2,0,Local,2,Clear,5.72688652649998,0,214,60.7090194522584,13.184044468540685,Low
76,14,1,0,Arterial,3,Fog,1.260830723603,0,465,11.001710849194325,59.50028187573326,Low
33,4,4,0,Highway,5,Rain,2.521129762903167,0,430,40.74904615559984,24.682811243317225,Low
28,15,4,0,Highway,4,Rain,4.869041590679514,0,204,35.2733371998657,16.33055644092037,Low
8,4,2,0,Arterial,2,Fog,0.7009825567337857,0,645,46.38856507653703,35.28266871495666,Medium
1,1,6,1,Arterial,2,Clear,7.520764326167605,0,247,54.839316486994775,15.035777432013653,Low
37,19,2,0,Highway,4,Clear,8.71416507697284,0,1110,35.17654846721888,39.229503365313384,High
63,8,3,0,Local,1,Rain,4.441218127133832,0,1045,35.93980979615334,41.220597894313435,High
22,21,6,1,Highway,4,Clear,6.84444328590592,0,475,54.17480186526276,19.49018508362757,Low
70,8,4,0,Arterial,3,Clear,5.894576442919648,0,1259,32.75367906820964,48.50298733434814,High
21,3,1,0,Highway,5,Clear,6.775378565413937,0,158,49.273118076300705,13.207888518144191,Low
96,14,5,1,Local,2,Clear,9.306407750002787,0,300,60.06905009926301,13.603259972807823,Low
35,10,5,1,Local,2,Fog,1.3979579456202256,0,777,46.977768764571316,37.43368918046332,Medium
79,0,2,0,Highway,5,Clear,5.1477079900849185,0,767,31.710249299350583,32.38207067301304,Medium
5,17,2,0,Local,2,Clear,7.681115946061538,0,870,59.3449111843743,24.33915872280453,Medium
60,0,5,1,Highway,5,Fog,1.245439179639018,0,457,53.97904713369333,25.48526187621954,Low
46,7,3,0,Arterial,3,Clear,6.64455362104715,0,1321,26.59787034440491,59.670596027134394,High
50,15,3,0,Local,1,Rain,4.53644173380302,0,625,8.767412371725591,86.11567766721758,Medium
48,21,3,0,Arterial,2,Fog,1.9680250168768973,0,637,54.44678700100336,30.492015938895594,Medium
6,17,0,0,Local,2,Rain,3.097206621757912,0,1446,14.054261952496674,119.03991532456261,High
89,21,1,0,Local,2,Clear,5.722859352070434,0,796,40.376810308919644,29.259824160554018,Medium
56,8,0,0,Local,1,Rain,4.988738768329996,1,849,22.878094626125616,66.30465751185609,Medium
110,11,2,0,Highway,4,Clear,6.912671873622289,0,578,29.26391504945269,30.093731002922272,Medium
59,18,3,0,Highway,4,Clear,7.467052914190678,0,645,26.84879417862522,36.25431209032829,Medium
104,17,3,0,Arterial,3,Clear,5.465997373008104,0,715,53.563124682330326,26.40204301820596,Medium
29,4,5,1,Arterial,3,Clear,5.50659590981595,0,681,32.323482830884345,31.595706939533624,Medium
71,1,5,1,Arterial,2,Rain,2.125268275812817,1,163,27.888639332733867,34.62568073068564,Low
104,6,6,1,Highway,5,Clear,7.020662013588515,0,773,38.44009374703337,29.769597470628096,Medium
77,9,3,0,Local,2,Clear,5.882609765773516,1,1131,5.0,247.97471522943638,High
102,14,4,0,Local,1,Clear,6.174585399767689,0,204,74.0327654674954,14.779424187064173,Low
18,6,5,1,Arterial,2,Rain,3.9006056282061974,0,331,31.805866668331177,25.048492196813324,Low
2,4,1,0,Highway,4,Rain,2.3604033182552824,0,793,20.246969179835332,54.94294720319984,Medium
8,14,0,0,Highway,5,Clear,7.543715586852938,0,519,65.79278830708284,15.454717194453512,Medium
75,19,1,0,Highway,4,Clear,6.801606202589285,0,877,22.407123419726375,49.27211863493674,Medium
97,19,5,1,Arterial,2,Clear,9.055735725366752,0,1148,7.774237195986576,158.74066010951597,High
54,14,3,0,Local,1,Clear,8.950535097144167,0,345,42.05171299431325,17.869001406299176,Low
38,9,2,0,Highway,5,Clear,8.446008159701734,0,584,58.861006148366506,19.342114714086282,Medium
48,23,4,0,Arterial,3,Rain,4.318604535909872,1,471,5.0,124.67357942141201,Low
27,13,5,1,Arterial,3,Clear,8.156181348464903,0,192,68.04208258687545,11.415045099038064,Low
20,9,1,0,Highway,4,Clear,8.199243731983987,0,1128,18.734072461958345,72.73581043547601,High
12,16,2,0,Arterial,3,Rain,4.095999378605183,0,173,52.20978910347559,19.713314330604856,Low
43,20,5,1,Arterial,3,Clear,9.399874405068466,0,474,43.31900340997392,20.153841105370653,Low
61,13,3,0,Local,1,Clear,9.924287657405714,0,166,32.195095122023524,16.331964137641606,Low
31,1,6,1,Arterial,3,Fog,1.2025733207760123,0,182,38.8712616403418,22.36734975821979,Low
91,15,3,0,Arterial,3,Clear,9.006136505351561,0,202,38.051151584575216,15.030165014009121,Low
96,12,3,0,Highway,5,Rain,4.66222810162896,0,604,22.389345829380943,41.13973216285993,Medium
61,8,3,0,Highway,5,Rain,3.8331365610746224,0,1039,39.09865510399982,40.344207835610355,High
74,6,5,1,Highway,5,Clear,6.932814524211001,0,765,57.586477178049265,24.092552620115047,Medium
67,15,6,1,Highway,5,Clear,6.460126578278173,0,597,46.61603642453316,22.931771943224337,Medium
109,9,4,0,Highway,5,Clear,9.59753931096743,0,952,54.65225204921068,25.819952059641203,High
91,23,4,0,Highway,5,Clear,8.704075209594489,0,127,61.6402671413236,11.56815621941725,Low
35,21,1,0,Arterial,2,Clear,7.203514650554,0,486,33.60240408736972,24.59557668671408,Low
95,8,5,1,Arterial,2,Clear,8.75782308001499,0,784,57.02488970516723,27.65190802428727,Medium
15,21,6,1,Highway,4,Rain,3.3822820539843255,0,672,12.45934948847021,69.06654703951595,Medium
16,22,6,1,Highway,4,Rain,2.2613262443143256,0,269,36.60026448975476,20.557491536556682,Low
13,6,3,0,Arterial,2,Clear,5.880661504559899,0,355,43.74088925873252,18.6740626879614,Low
113,15,4,0,Highway,4,Clear,9.181495956827117,0,704,42.39404368807972,23.58040550664365,Medium
35,8,5,1,Arterial,2,Clear,9.057031065092186,0,1098,45.34726598965326,33.190542038619995,High
116,23,2,0,Arterial,3,Rain,2.476932722140406,0,370,18.79759192120637,31.707498834831608,Low
75,16,4,0,Highway,5,Clear,5.096816482974056,0,493,55.91068294324565,21.49713986575699,Low
59,19,4,0,Highway,5,Clear,7.701903433986805,0,518,42.728957812140614,25.636120822236542,Medium
21,6,6,1,Highway,5,Clear,8.506613754531378,0,603,31.37992861266089,29.50449610280212,Medium
115,10,1,0,Highway,5,Clear,7.912700310961568,1,197,46.494775820204325,32.985696380841006,Low
54,7,4,0,Local,1,Rain,3.789066195430124,0,810,28.760130311429734,42.22608894279277,Medium
75,6,2,0,Highway,4,Clear,5.68630607353882,0,203,65.76726186773979,12.476123131474658,Low
30,18,3,0,Arterial,3,Clear,5.007580140850384,0,790,27.265174464002296,39.703874869268155,Medium
48,19,0,0,Arterial,3,Clear,5.465160270908028,0,1281,46.49221693744673,41.86053936491163,High
117,11,1,0,Highway,5,Fog,1.7207585328071704,0,183,22.465820624861323,24.961519740604302,Low
35,6,2,0,Highway,4,Clear,6.644666439383836,0,198,75.8581537934161,9.700659740250401,Low
86,7,1,0,Local,1,Clear,9.370015626803244,1,1048,26.76608698400799,67.6180953589275,High
38,6,5,1,Local,2,Rain,2.4770122385332494,0,627,40.43795579452741,26.10275402748202,Medium
31,5,3,0,Highway,4,Clear,7.213530734756401,0,307,40.927235528734926,14.676574235889202,Low
78,8,4,0,Highway,5,Clear,9.789112191035219,0,1412,34.249986094919294,50.4949933811919,High
24,12,5,1,Local,2,Clear,7.514518739559973,0,561,63.847819970787654,19.30969823509063,Medium
114,6,4,0,Highway,4,Fog,0.524218025810999,0,470,22.011996283540142,40.87649527170899,Low
49,7,6,1,Highway,5,Clear,6.456335861674172,0,1291,23.35273656900206,66.60980568737126,High
96,21,2,0,Highway,4,Clear,8.13395742116386,0,147,32.95701729208553,15.489923760306617,Low
100,16,3,0,Highway,5,Clear,5.059947392813658,1,718,26.981007900260416,49.891488847398165,Medium
32,16,0,0,Highway,5,Clear,9.840501632096355,0,664,36.79834708885335,27.084705856894285,Medium
55,15,0,0,Arterial,2,Clear,7.834884146949033,0,229,66.39611542311683,14.623998813238298,Low
79,21,4,0,Arterial,2,Rain,4.396901809611704,0,360,18.888254430661778,33.67187052348132,Low
107,1,5,1,Arterial,2,Clear,7.494805541595078,0,332,30.20696285257153,21.210684238782406,Low
58,7,6,1,Highway,5,Rain,3.388225681236589,0,869,18.742712263548167,61.02922061987076,Medium
99,16,3,0,Arterial,3,Clear,7.946105257708272,0,720,31.608243297103655,31.295104471469585,Medium
3,12,3,0,Arterial,3,Rain,3.2043009787067573,0,229,50.52642966670781,20.5667063217441,Low
80,17,2,0,Highway,5,Rain,3.6218744353920216,0,780,23.617702664174338,41.49549851296322,Medium
69,23,5,1,Highway,5,Clear,9.307783285294567,0,504,47.47814813045123,19.947380195215697,Medium
85,21,0,0,Highway,4,Rain,2.4247239182999407,0,139,44.8600258039302,17.34780506389494,Low
10,9,2,0,Highway,4,Clear,6.4165043867173575,0,1213,17.44534289428353,79.11726125926552,High
83,1,1,0,Local,2,Clear,6.231590662065809,0,780,60.57273823397785,25.711242940285544,Medium
25,1,3,0,Arterial,2,Clear,5.033224482607045,0,346,33.64753419108863,20.404672245682516,Low
68,13,0,0,Highway,4,Clear,9.38391275346149,0,322,57.8301265832082,18.791869856555124,Low
61,15,2,0,Arterial,3,Rain,2.6072139007740813,0,124,40.61700871930639,17.67275703811994,Low
29,6,4,0,Highway,4,Clear,6.734763680632737,0,282,51.85589149843,14.165380360400396,Low
19,20,1,0,Highway,5,Clear,5.498111974114674,0,183,61.184210202875704,12.32074266956104,Low
43,20,2,0,Highway,5,Clear,9.948606445746702,0,271,72.52671602946246,16.39854529026916,Low
66,23,4,0,Arterial,2,Clear,9.131255675005516,0,681,16.4442749241811,53.26298422956643,Medium
74,11,0,0,Highway,4,Fog,1.8926795146698678,0,734,41.33635331441305,38.20227655400773,Medium
61,22,0,0,Highway,5,Rain,3.697290650173568,0,243,23.061530283531617,25.91154368868929,Low
43,13,1,0,Highway,5,Clear,8.885565503617734,0,294,62.874471417904026,16.34827982623289,Low
25,3,4,0,Highway,5,Clear,8.283656512740306,0,238,69.65795149184872,11.450794026552947,Low
20,3,3,0,Arterial,2,Clear,5.870055928093803,0,762,41.60096865814853,28.379395699124046,Medium
48,17,6,1,Local,2,Clear,8.601574291841315,0,768,38.05282570526765,29.357908291531704,Medium
83,2,6,1,Arterial,3,Clear,7.8480870847764574,0,714,18.079376280471948,51.575004957380415,Medium
87,0,0,0,Arterial,3,Clear,8.620359537406449,0,683,58.69407888050759,22.094930741236,Medium
24,16,5,1,Local,2,Fog,0.9280288781584103,0,180,62.184335852497796,19.07260181996428,Low
11,6,3,0,Highway,4,Clear,9.781685310343764,0,611,53.69724388833866,18.765606977830267,Medium
110,15,3,0,Highway,5,Clear,8.135127152472064,0,573,30.61306914559804,27.803885460418336,Medium
98,4,6,1,Arterial,2,Fog,1.3653444292367198,0,770,16.75605291045693,62.04033965463835,Medium
55,18,2,0,Highway,5,Clear,9.213941074925817,0,903,56.74791156150857,29.48179720306177,High
28,6,2,0,Arterial,3,Clear,6.8961827761178895,0,509,22.40552756022845,34.805522324468384,Medium
69,13,0,0,Highway,5,Clear,6.578968325938056,0,151,31.138155353616266,14.209260470613314,Low
63,1,3,0,Highway,5,Clear,7.515844167224568,0,671,47.25500216997877,24.800126542406527,Medium
59,2,2,0,Arterial,2,Rain,3.7588071612870824,0,451,36.151732399910046,28.624817460839772,Low
5,16,4,0,Local,1,Clear,6.102410625399564,0,446,22.796852063632443,30.273965832302835,Low
51,15,4,0,Highway,4,Rain,4.306435224666224,0,162,61.28526962881179,16.187240712557596,Low
21,7,4,0,Highway,5,Rain,2.753260401883755,0,822,19.151934191486664,56.22496858820637,Medium
12,17,4,0,Arterial,3,Clear,7.886599151541157,0,1302,17.235538384566105,83.44841902017978,High
50,14,3,0,Highway,4,Clear,7.614817810320263,0,190,70.60677829142726,12.527580811066278,Low
4,6,4,0,Highway,4,Clear,6.473211145221906,0,461,52.3151592088181,19.23579430181962,Low
118,8,3,0,Highway,4,Clear,9.547915119080834,0,1050,29.066681576876277,47.30435711859171,High
113,5,6,1,Arterial,3,Clear,8.772498662474517,0,739,36.15476718415054,30.537213251763255,Medium
42,17,0,0,Local,2,Clear,7.40143433943053,0,1081,33.386416767499014,41.011856676229776,High
84,17,0,0,Arterial,2,Clear,8.295534569075965,0,581,41.859165704078436,23.315396641851017,Medium
38,23,4,0,Highway,4,Fog,1.6902673416707903,0,798,7.994848618619443,116.9006450058333,Medium
25,13,4,0,Highway,4,Clear,5.299087125689449,0,460,67.79429294404687,17.568679687912102,Low
14,13,4,0,Highway,5,Clear,6.01963806909432,0,699,25.009277935255763,37.41955893261746,Medium
75,13,0,0,Local,2,Rain,4.257580185402848,0,531,13.138412013211596,55.64841445442476,Medium
32,3,2,0,Arterial,3,Clear,7.540878407993688,0,421,25.548274750433542,25.36194365760676,Low
11,3,0,0,Highway,5,Clear,8.110318154884002,0,779,45.709799203796855,26.072254817057164,Medium
61,14,4,0,Arterial,3,Fog,1.8838782873014548,0,466,54.69358093607161,23.654029724641482,Low
18,14,2,0,Arterial,2,Clear,7.650771150142945,0,243,59.02589204931886,13.091367892160406,Low
27,17,2,0,Local,1,Clear,5.427174469914843,1,709,13.428645636187987,76.05221713300772,Medium
55,13,1,0,Local,2,Clear,8.849792114424394,0,646,43.72909167882057,23.828948811546372,Medium
54,0,6,1,Highway,4,Clear,5.163910237203144,0,296,37.29352539425728,19.785391241358916,Low
82,9,3,0,Arterial,3,Clear,8.172127917829027,0,602,23.335581730948512,35.42481422063077,Medium
87,19,6,1,Arterial,2,Clear,7.166732708433569,0,764,19.244756498439862,50.47450124474039,Medium
75,9,4,0,Highway,4,Clear,5.919018732239265,0,784,48.72903663631124,27.647184975107702,Medium
